game_episode,event_count,duration_seconds,game_count,period_min,period_max
126325_31,28,51.399999999999636,1,1,1
126325_32,2,1.0340000000001055,1,1,1
126325_33,20,42.133000000000266,1,1,1
126325_34,50,104.26700000000028,1,1,1
126325_35,3,6.4659999999998945,1,2,2
126325_36,22,50.43299999999999,1,2,2
126325_37,17,34.13400000000004,1,2,2
126325_38,43,96.80000000000018,1,2,2
126325_39,38,68.59999999999991,1,2,2
126325_4,16,36.19999999999993,1,1,1
126325_40,5,10.034000000000106,1,2,2
126325_41,21,32.5329999999999,1,2,2
126325_43,22,48.034000000000106,1,2,2
126325_44,25,52.4340000000002,1,2,2
126325_45,4,13.666000000000167,1,2,2
126325_46,4,3.167000000000371,1,2,2
126325_47,17,43.9670000000001,1,2,2
126325_48,6,8.400000000000091,1,2,2
126325_49,29,46.0,1,2,2
126325_5,102,198.034,1,1,1
126325_50,27,54.732999999999834,1,2,2
126325_51,4,4.332999999999629,1,2,2
126325_52,34,56.60000000000048,1,2,2
126325_53,42,67.63400000000001,1,2,2
126325_54,21,42.53400000000033,1,2,2
126325_55,32,49.9670000000001,1,2,2
126325_57,28,50.19999999999982,1,2,2
126325_58,59,128.46699999999964,1,2,2
126325_59,30,56.200000000000045,1,2,2
126325_6,18,30.93399999999997,1,1,1
126325_60,55,114.0,1,2,2
126325_61,12,61.30000000000041,1,2,2
126325_62,13,24.266000000000304,1,2,2
126325_63,32,61.73400000000038,1,2,2
126325_64,9,19.900000000001,1,2,2
126325_65,12,11.167000000000371,1,2,2
126325_66,24,38.03300000000036,1,2,2
126325_67,28,66.5,1,2,2
126325_68,14,22.732999999999265,1,2,2
126325_69,26,39.899999999999636,1,2,2
126325_7,6,16.16599999999994,1,1,1
126325_70,2,2.3659999999999854,1,2,2
126325_71,23,30.266999999999825,1,2,2
126325_74,11,10.399999999999181,1,2,2
126325_75,20,26.533000000000357,1,2,2
126325_78,10,23.699999999999818,1,2,2
126325_79,42,69.23300000000017,1,2,2
126325_8,32,63.23400000000004,1,1,1
126325_80,23,36.93299999999999,1,2,2
126325_81,46,87.36699999999928,1,2,2
126325_82,26,34.19999999999982,1,2,2
126325_9,11,28.066999999999894,1,1,1
126326_1,15,26.0,1,1,1
126326_10,61,117.36700000000002,1,1,1
126326_102,14,13.932999999999993,1,2,2
126326_103,2,1.0,1,2,2
126326_104,23,27.932999999999993,1,2,2
126326_11,12,12.067000000000007,1,1,1
126326_12,31,52.76599999999996,1,1,1
126326_13,17,33.39999999999998,1,1,1
126326_14,9,18.100000000000023,1,1,1
126326_15,7,15.333000000000084,1,1,1
126326_16,45,99.83299999999997,1,1,1
126326_17,22,25.5,1,1,1
126326_18,10,10.399999999999864,1,1,1
126326_19,34,47.83400000000006,1,1,1
126326_2,35,66.1,1,1,1
126326_20,7,7.367000000000189,1,1,1
126326_21,42,83.5340000000001,1,1,1
126326_22,24,55.733000000000175,1,1,1
126326_23,7,15.5,1,1,1
126326_24,22,33.56700000000001,1,1,1
126326_25,16,21.767000000000053,1,1,1
126326_27,17,33.833000000000084,1,1,1
126326_29,8,15.067000000000007,1,1,1
126326_30,9,16.0329999999999,1,1,1
126326_31,29,55.766000000000076,1,1,1
126326_32,20,39.26700000000005,1,1,1
126326_33,22,32.26700000000005,1,1,1
126326_34,46,83.43299999999999,1,1,1
126326_35,29,79.53300000000013,1,1,1
126326_36,27,69.5,1,1,1
126326_37,29,41.100000000000364,1,1,1
126326_38,42,89.9670000000001,1,1,1
126326_39,8,16.666999999999916,1,1,1
126326_40,7,11.800000000000182,1,1,1
126326_41,41,59.5,1,1,1
126326_42,31,82.89999999999964,1,1,1
126326_43,28,60.09999999999991,1,1,1
126326_45,6,17.199999999999818,1,1,1
126326_46,11,14.667000000000371,1,1,1
126326_47,8,15.832999999999629,1,1,1
126326_48,16,30.833999999999833,1,2,2
126326_5,14,22.63299999999998,1,1,1
126326_50,5,4.065999999999796,1,2,2
126326_51,34,65.76600000000009,1,2,2
126326_52,32,57.465999999999894,1,2,2
126326_53,42,62.878000000000156,1,2,2
126326_54,10,20.299999999999727,1,2,2
126326_55,7,8.63299999999981,1,2,2
126326_56,11,21.76700000000028,1,2,2
126326_57,15,23.432999999999993,1,2,2
126326_58,7,10.534000000000106,1,2,2
126326_59,99,157.0329999999999,1,2,2
126326_6,16,27.0,1,1,1
126326_60,52,84.73300000000017,1,2,2
126326_62,25,37.799999999999955,1,2,2
126326_63,11,18.932999999999993,1,2,2
126326_64,6,10.665999999999713,1,2,2
126326_65,13,16.932999999999993,1,2,2
126326_66,13,9.800000000000182,1,2,2
126326_67,13,17.0,1,2,2
126326_7,23,32.634000000000015,1,1,1
126326_71,53,88.36700000000019,1,2,2
126326_72,12,19.433999999999287,1,2,2
126326_73,2,1.5340000000005602,1,2,2
126326_74,41,76.33399999999983,1,2,2
126326_75,2,1.2330000000001746,1,2,2
126326_77,23,36.266999999999825,1,2,2
126326_78,2,2.2670000000000528,1,2,2
126326_79,8,14.79300000000012,1,2,2
126326_8,20,43.73299999999995,1,1,1
126326_80,11,17.26700000000028,1,2,2
126326_81,15,34.0,1,2,2
126326_82,6,14.033000000000357,1,2,2
126326_83,24,23.3329999999994,1,2,2
126326_84,23,51.30000000000018,1,2,2
126326_85,11,8.333000000000538,1,2,2
126326_86,24,33.80000000000018,1,2,2
126326_87,29,36.86599999999953,1,2,2
126326_88,90,153.36599999999999,1,2,2
126326_89,14,22.067000000000007,1,2,2
126326_9,11,14.066000000000031,1,1,1
126326_90,5,7.834000000001197,1,2,2
126326_91,14,14.532999999999447,1,2,2
126326_92,13,12.0,1,2,2
126326_93,20,27.065999999999804,1,2,2
126326_94,21,28.400000000000546,1,2,2
126326_95,30,36.30000000000018,1,2,2
126326_97,12,11.300000000000637,1,2,2
126326_99,7,7.0330000000003565,1,2,2
126327_1,13,31.633000000000003,1,1,1
126327_10,40,67.90599999999995,1,1,1
126327_11,11,24.510999999999967,1,1,1
126327_12,8,9.033999999999992,1,1,1
126327_13,91,209.06600000000003,1,1,1
126327_14,33,56.02999999999997,1,1,1
126327_15,6,16.535999999999945,1,1,1
126327_16,41,77.56600000000003,1,1,1
126327_17,13,22.567000000000007,1,1,1
126327_18,24,45.333000000000084,1,1,1
126327_2,5,11.256999999999998,1,1,1
126327_20,23,38.76700000000005,1,1,1
126327_21,3,3.2670000000000528,1,1,1
126327_22,11,28.074999999999818,1,1,1
126327_23,61,89.00400000000013,1,1,1
126327_24,3,2.06899999999996,1,1,1
126327_25,58,97.69299999999998,1,1,1
126327_26,6,13.932999999999993,1,1,1
126327_27,7,20.924999999999955,1,1,1
126327_28,35,68.8130000000001,1,1,1
126327_29,13,31.0,1,1,1
126327_3,29,89.3,1,1,1
126327_30,10,7.481999999999971,1,1,1
126327_32,29,55.340000000000146,1,1,1
126327_33,70,136.4000000000001,1,1,1
126327_34,33,80.99299999999994,1,1,1
126327_35,12,22.251000000000204,1,1,1
126327_36,68,141.16600000000017,1,1,1
126327_37,19,36.62700000000041,1,1,1
126327_39,2,0.9329999999999927,1,1,1
126327_4,11,15.533000000000015,1,1,1
126327_40,70,123.69999999999982,1,1,1
126327_41,53,78.06399999999985,1,2,2
126327_42,25,48.632999999999825,1,2,2
126327_43,40,61.533000000000385,1,2,2
126327_44,13,16.966000000000378,1,2,2
126327_45,67,133.62300000000005,1,2,2
126327_47,16,18.233999999999924,1,2,2
126327_48,4,11.209000000000287,1,2,2
126327_49,14,18.450999999999567,1,2,2
126327_5,20,39.86700000000002,1,1,1
126327_50,41,148.52800000000025,1,2,2
126327_51,13,24.59999999999991,1,2,2
126327_52,46,88.26300000000003,1,2,2
126327_53,82,251.43299999999988,1,2,2
126327_54,11,10.599999999999682,1,2,2
126327_55,15,38.09999999999991,1,2,2
126327_56,24,46.653999999999996,1,2,2
126327_57,14,11.512000000000398,1,2,2
126327_58,101,197.173,1,2,2
126327_60,8,7.600000000000364,1,2,2
126327_61,22,45.93000000000052,1,2,2
126327_62,28,56.02999999999952,1,2,2
126327_63,77,124.5,1,2,2
126327_64,12,22.919000000000324,1,2,2
126327_65,11,12.466999999999643,1,2,2
126327_66,14,38.61400000000003,1,2,2
126327_67,19,40.43299999999999,1,2,2
126327_68,8,8.5,1,2,2
126327_69,32,44.266999999999825,1,2,2
126327_7,2,0.8340000000000032,1,1,1
126327_70,6,15.832999999999629,1,2,2
126327_71,22,40.56599999999935,1,2,2
126327_72,10,10.932999999999993,1,2,2
126327_73,12,21.360999999999876,1,2,2
126327_74,11,18.43100000000004,1,2,2
126327_75,34,50.733000000000175,1,2,2
126327_77,41,96.34199999999964,1,2,2
126327_78,35,53.36700000000019,1,2,2
126327_79,21,43.19999999999982,1,2,2
126327_8,28,63.327,1,1,1
126327_80,17,37.46600000000035,1,2,2
126327_81,5,4.4340000000001965,1,2,2
126327_9,7,14.168000000000006,1,1,1
126328_1,48,83.466,1,1,1
126328_100,11,16.63300000000072,1,2,2
126328_103,21,47.4340000000002,1,2,2
126328_104,10,12.266999999999825,1,2,2
126328_106,5,9.599999999999454,1,2,2
126328_107,5,4.899999999999636,1,2,2
126328_108,11,22.0,1,2,2
126328_109,3,3.565999999999349,1,2,2
126328_110,8,15.13299999999981,1,2,2
126328_12,8,21.700000000000045,1,1,1
126328_14,14,42.36699999999996,1,1,1
126328_15,49,75.26599999999996,1,1,1
126328_16,15,24.0,1,1,1
126328_17,37,75.93399999999997,1,1,1
126328_18,11,26.366999999999962,1,1,1
126328_19,16,41.86599999999987,1,1,1
126328_2,3,4.0,1,1,1
126328_20,50,91.75300000000016,1,1,1
126328_21,9,15.366999999999962,1,1,1
126328_22,11,21.465999999999894,1,1,1
126328_23,23,49.134000000000015,1,1,1
126328_24,6,5.232999999999947,1,1,1
126328_25,3,2.9670000000000982,1,1,1
126328_26,11,25.466000000000122,1,1,1
126328_27,41,86.56700000000001,1,1,1
126328_28,27,60.16599999999994,1,1,1
126328_29,78,192.433,1,1,1
126328_30,7,20.832999999999856,1,1,1
126328_31,10,11.166999999999916,1,1,1
126328_32,2,0.9329999999999927,1,1,1
126328_33,55,97.4340000000002,1,1,1
126328_34,5,4.200000000000273,1,1,1
126328_35,12,24.9670000000001,1,1,1
126328_36,11,23.59999999999991,1,1,1
126328_37,4,6.432999999999993,1,1,1
126328_39,25,24.933000000000447,1,1,1
126328_4,20,29.066000000000003,1,1,1
126328_40,37,73.26600000000008,1,1,1
126328_41,42,89.09999999999991,1,1,1
126328_43,50,98.46699999999964,1,1,1
126328_44,12,15.033000000000357,1,1,1
126328_45,5,5.766999999999825,1,1,1
126328_46,17,27.23299999999972,1,1,1
126328_47,78,146.33300000000008,1,2,2
126328_48,7,8.765999999999622,1,2,2
126328_49,3,4.433999999999713,1,2,2
126328_5,14,25.966000000000008,1,1,1
126328_50,26,33.588999999999885,1,2,2
126328_51,10,21.567000000000007,1,2,2
126328_53,16,34.86700000000019,1,2,2
126328_54,29,38.43399999999974,1,2,2
126328_55,56,101.5,1,2,2
126328_56,6,10.966999999999643,1,2,2
126328_57,56,88.13400000000001,1,2,2
126328_59,36,55.700000000000045,1,2,2
126328_6,13,33.43300000000002,1,1,1
126328_60,20,47.33300000000031,1,2,2
126328_61,9,13.199999999999818,1,2,2
126328_63,57,122.5,1,2,2
126328_64,4,6.400000000000091,1,2,2
126328_65,4,5.399999999999636,1,2,2
126328_66,8,13.033000000000357,1,2,2
126328_70,3,1.5670000000000073,1,2,2
126328_71,11,10.832999999999629,1,2,2
126328_73,63,118.20000000000005,1,2,2
126328_74,6,6.5,1,2,2
126328_75,4,7.532999999999902,1,2,2
126328_76,9,8.432999999999993,1,2,2
126328_77,5,6.600000000000364,1,2,2
126328_78,12,18.932999999999993,1,2,2
126328_79,17,21.567000000000007,1,2,2
126328_8,14,41.16699999999997,1,1,1
126328_80,2,0.9329999999999927,1,2,2
126328_81,28,37.39999999999918,1,2,2
126328_82,9,5.9669999999996435,1,2,2
126328_84,27,50.30000000000018,1,2,2
126328_86,2,2.1330000000007203,1,2,2
126328_87,16,21.932999999999993,1,2,2
126328_88,9,10.03399999999965,1,2,2
126328_9,21,26.833000000000027,1,1,1
126328_90,13,15.766000000000531,1,2,2
126328_92,6,4.799999999998818,1,2,2
126328_94,3,3.0,1,2,2
126328_95,15,38.19999999999982,1,2,2
126328_96,17,33.1659999999988,1,2,2
126328_97,39,72.39999999999964,1,2,2
126328_99,22,23.032999999999447,1,2,2
126329_1,12,20.467000000000002,1,1,1
126329_10,49,68.89999999999998,1,1,1
126329_100,7,16.067000000000007,1,2,2
126329_101,2,1.832999999999629,1,2,2
126329_11,53,193.66699999999997,1,1,1
126329_12,35,57.89999999999998,1,1,1
126329_13,8,7.7999999999999545,1,1,1
126329_16,19,49.10000000000002,1,1,1
126329_17,19,31.09999999999991,1,1,1
126329_18,28,51.80000000000007,1,1,1
126329_19,52,102.66600000000005,1,1,1
126329_2,8,6.634,1,1,1
126329_20,11,29.200000000000045,1,1,1
126329_21,15,28.167000000000144,1,1,1
126329_22,46,98.95800000000008,1,1,1
126329_23,24,52.40000000000009,1,1,1
126329_24,9,15.267000000000053,1,1,1
126329_25,53,108.76599999999985,1,1,1
126329_27,4,8.733999999999924,1,1,1
126329_28,51,81.43299999999999,1,1,1
126329_29,13,25.166999999999916,1,1,1
126329_3,2,0.767000000000003,1,1,1
126329_30,14,24.833000000000084,1,1,1
126329_32,30,52.666999999999916,1,1,1
126329_33,13,26.766000000000076,1,1,1
126329_34,17,25.666999999999916,1,1,1
126329_35,36,69.03300000000036,1,1,1
126329_36,3,4.666999999999916,1,1,1
126329_37,16,26.453999999999724,1,1,1
126329_38,2,2.4660000000003492,1,1,1
126329_39,38,72.4670000000001,1,1,1
126329_4,3,2.1329999999999956,1,1,1
126329_40,33,55.5329999999999,1,1,1
126329_41,2,1.7660000000000764,1,1,1
126329_42,26,53.5,1,1,1
126329_43,2,1.400000000000091,1,1,1
126329_45,2,1.7329999999997199,1,1,1
126329_46,15,19.666999999999916,1,1,1
126329_47,14,23.86700000000019,1,1,1
126329_48,45,85.73299999999972,1,1,1
126329_49,7,12.166999999999916,1,1,1
126329_5,7,10.166000000000011,1,1,1
126329_50,14,22.0329999999999,1,1,1
126329_51,6,9.733999999999924,1,1,1
126329_52,9,14.833999999999833,1,2,2
126329_53,2,1.7999999999997272,1,2,2
126329_54,35,53.865999999999985,1,2,2
126329_55,37,71.40999999999985,1,2,2
126329_56,51,96.29999999999976,1,2,2
126329_57,47,91.07000000000016,1,2,2
126329_59,6,8.465999999999894,1,2,2
126329_6,25,53.033000000000015,1,1,1
126329_60,9,13.165999999999713,1,2,2
126329_61,15,18.200000000000273,1,2,2
126329_63,6,8.800000000000182,1,2,2
126329_64,57,91.0,1,2,2
126329_65,18,34.83400000000029,1,2,2
126329_66,33,53.23400000000049,1,2,2
126329_67,6,8.266999999999825,1,2,2
126329_68,57,121.73400000000049,1,2,2
126329_69,71,120.53400000000033,1,2,2
126329_7,8,22.299999999999983,1,1,1
126329_70,7,12.266999999999825,1,2,2
126329_71,9,17.0,1,2,2
126329_72,31,42.3329999999994,1,2,2
126329_73,24,47.29999999999927,1,2,2
126329_74,22,46.30000000000018,1,2,2
126329_75,4,6.5,1,2,2
126329_76,24,37.69999999999982,1,2,2
126329_77,49,88.73400000000038,1,2,2
126329_79,15,27.9670000000001,1,2,2
126329_8,4,5.86699999999999,1,1,1
126329_80,2,2.2329999999999472,1,2,2
126329_81,10,15.966999999999643,1,2,2
126329_82,45,75.13400000000024,1,2,2
126329_83,38,67.93299999999999,1,2,2
126329_85,4,5.899999999999636,1,2,2
126329_86,19,36.26599999999962,1,2,2
126329_87,11,15.0,1,2,2
126329_88,22,56.83300000000054,1,2,2
126329_89,16,34.36700000000019,1,2,2
126329_9,2,0.8340000000000032,1,1,1
126329_90,22,40.599999999999,1,2,2
126329_91,4,8.432999999999993,1,2,2
126329_92,2,1.6329999999998108,1,2,2
126329_94,26,50.634000000000015,1,2,2
126329_95,3,7.46599999999944,1,2,2
126329_96,13,22.63299999999981,1,2,2
126329_97,4,17.533000000000357,1,2,2
126329_98,10,13.86700000000019,1,2,2
126329_99,8,5.700000000001182,1,2,2
126330_1,15,23.533,1,1,1
126330_100,3,4.265999999999167,1,2,2
126330_11,23,29.366000000000042,1,1,1
126330_12,30,49.35400000000004,1,1,1
126330_13,11,32.63300000000004,1,1,1
126330_15,13,17.5,1,1,1
126330_16,6,8.270999999999958,1,1,1
126330_18,9,21.732999999999947,1,1,1
126330_19,16,28.767000000000053,1,1,1
126330_2,8,7.465999999999994,1,1,1
126330_20,32,60.23300000000006,1,1,1
126330_21,5,5.067000000000007,1,1,1
126330_23,8,16.133000000000038,1,1,1
126330_25,44,84.93100000000004,1,1,1
126330_26,27,33.83400000000006,1,1,1
126330_27,8,11.533999999999878,1,1,1
126330_3,24,36.0,1,1,1
126330_30,20,39.266000000000076,1,1,1
126330_31,2,3.7329999999999472,1,1,1
126330_32,22,43.833000000000084,1,1,1
126330_33,12,7.9659999999998945,1,1,1
126330_34,36,61.36700000000019,1,1,1
126330_35,10,9.63299999999981,1,1,1
126330_36,3,5.80399999999986,1,1,1
126330_37,17,19.66599999999994,1,1,1
126330_38,18,21.700000000000045,1,1,1
126330_39,9,15.63299999999981,1,1,1
126330_4,97,195.06699999999998,1,1,1
126330_40,71,152.66000000000008,1,1,1
126330_41,16,24.899999999999636,1,1,1
126330_43,2,0.9339999999997417,1,1,1
126330_44,21,106.66600000000017,1,1,1
126330_45,11,18.943999999999505,1,1,1
126330_46,26,45.366999999999734,1,1,1
126330_47,14,23.300000000000182,1,1,1
126330_48,2,0.9670000000000982,1,1,1
126330_49,4,2.900000000000091,1,1,1
126330_5,9,15.33299999999997,1,1,1
126330_50,9,12.067000000000007,1,1,1
126330_51,27,52.5329999999999,1,1,1
126330_52,8,6.400000000000091,1,1,1
126330_53,50,79.06700000000001,1,2,2
126330_54,26,43.19999999999982,1,2,2
126330_55,7,14.13299999999981,1,2,2
126330_56,10,27.466999999999615,1,2,2
126330_57,64,108.96699999999964,1,2,2
126330_58,20,109.36699999999973,1,2,2
126330_59,16,26.76599999999962,1,2,2
126330_6,4,6.199999999999989,1,1,1
126330_60,27,50.01299999999992,1,2,2
126330_61,3,1.6330000000002656,1,2,2
126330_62,14,18.733000000000175,1,2,2
126330_63,5,5.5659999999998035,1,2,2
126330_65,35,79.73299999999972,1,2,2
126330_66,13,19.067000000000007,1,2,2
126330_67,6,5.567000000000007,1,2,2
126330_68,19,41.26699999999971,1,2,2
126330_69,33,78.13299999999981,1,2,2
126330_7,17,19.36700000000002,1,1,1
126330_70,10,15.532999999999902,1,2,2
126330_71,27,47.965999999999894,1,2,2
126330_72,9,12.267000000000507,1,2,2
126330_75,4,6.981000000000677,1,2,2
126330_76,47,78.93299999999999,1,2,2
126330_77,6,5.399999999999636,1,2,2
126330_78,11,8.967000000000553,1,2,2
126330_79,3,3.9000000000005457,1,2,2
126330_80,60,105.80000000000018,1,2,2
126330_81,9,14.566000000000258,1,2,2
126330_82,28,40.06700000000001,1,2,2
126330_83,3,2.332999999999629,1,2,2
126330_84,10,12.200000000000728,1,2,2
126330_85,15,21.76700000000119,1,2,2
126330_86,6,7.4340000000001965,1,2,2
126330_87,13,20.599999999999454,1,2,2
126330_89,2,2.2669999999998254,1,2,2
126330_90,88,187.89999999999964,1,2,2
126330_91,39,61.865999999999985,1,2,2
126330_92,8,6.100000000000364,1,2,2
126330_93,23,25.23399999999947,1,2,2
126330_94,11,17.26600000000053,1,2,2
126330_95,14,20.766999999999825,1,2,2
126330_96,17,27.63299999999981,1,2,2
126330_97,95,154.90000000000055,1,2,2
126330_98,5,4.600000000000364,1,2,2
126330_99,4,8.858000000000175,1,2,2
126331_1,56,96.43299999999999,1,1,1
126331_100,10,17.89999999999918,1,2,2
126331_101,8,17.099999999999454,1,2,2
126331_102,27,50.20000000000118,1,2,2
126331_103,11,23.300000000000182,1,2,2
126331_104,28,47.766999999999825,1,2,2
126331_105,13,24.0,1,2,2
126331_109,6,11.899999999999181,1,2,2
126331_11,9,9.600000000000023,1,1,1
126331_110,3,2.032999999999447,1,2,2
126331_111,16,22.13299999999981,1,2,2
126331_13,8,11.399999999999977,1,1,1
126331_14,2,1.0,1,1,1
126331_15,3,1.66700000000003,1,1,1
126331_17,7,9.5,1,1,1
126331_18,34,55.266000000000076,1,1,1
126331_19,24,35.59999999999991,1,1,1
126331_2,77,163.7,1,1,1
126331_21,19,30.100000000000136,1,1,1
126331_22,3,5.932999999999993,1,1,1
126331_23,9,12.733000000000175,1,1,1
126331_25,5,5.732999999999947,1,1,1
126331_26,2,1.2670000000000528,1,1,1
126331_27,3,5.16599999999994,1,1,1
126331_28,27,39.833000000000084,1,1,1
126331_29,16,19.065999999999804,1,1,1
126331_3,20,26.733000000000004,1,1,1
126331_30,53,99.13300000000004,1,1,1
126331_31,7,29.43399999999997,1,1,1
126331_33,12,23.93399999999997,1,1,1
126331_36,31,52.799999999999955,1,1,1
126331_37,8,12.86700000000019,1,1,1
126331_38,28,36.29999999999973,1,1,1
126331_39,12,13.699999999999818,1,1,1
126331_4,11,30.266999999999996,1,1,1
126331_40,9,6.76700000000028,1,1,1
126331_41,83,191.39999999999964,1,1,1
126331_42,6,6.132999999999811,1,1,1
126331_43,10,10.933999999999742,1,1,1
126331_44,69,115.29999999999973,1,1,1
126331_45,16,15.665999999999713,1,1,1
126331_46,6,11.800000000000182,1,1,1
126331_47,23,37.5,1,1,1
126331_48,10,22.932999999999993,1,1,1
126331_5,32,61.733000000000004,1,1,1
126331_50,7,17.134000000000015,1,1,1
126331_51,9,26.565999999999807,1,2,2
126331_52,4,3.1659999999997126,1,2,2
126331_53,28,68.4000000000001,1,2,2
126331_54,7,9.567000000000007,1,2,2
126331_55,25,56.93299999999999,1,2,2
126331_56,8,13.799999999999727,1,2,2
126331_57,23,47.19999999999982,1,2,2
126331_58,28,70.66600000000017,1,2,2
126331_59,11,15.766999999999825,1,2,2
126331_60,20,29.465999999999894,1,2,2
126331_61,7,11.833000000000084,1,2,2
126331_64,49,58.79999999999973,1,2,2
126331_65,4,6.467000000000098,1,2,2
126331_66,20,32.80000000000018,1,2,2
126331_67,2,0.8669999999997344,1,2,2
126331_68,3,2.4670000000000982,1,2,2
126331_7,24,84.46699999999998,1,1,1
126331_70,5,7.966000000000008,1,2,2
126331_72,12,24.134000000000015,1,2,2
126331_73,7,13.032999999999674,1,2,2
126331_74,9,9.532999999999902,1,2,2
126331_75,53,89.43299999999999,1,2,2
126331_76,8,7.733000000000175,1,2,2
126331_77,6,4.233999999999924,1,2,2
126331_78,33,47.455999999999904,1,2,2
126331_79,11,12.099999999999454,1,2,2
126331_8,12,10.0,1,1,1
126331_80,16,32.0,1,2,2
126331_81,17,15.099999999999682,1,2,2
126331_83,6,5.0,1,2,2
126331_85,8,17.933000000000675,1,2,2
126331_86,97,196.6330000000005,1,2,2
126331_88,21,32.09999999999991,1,2,2
126331_89,12,29.233999999999924,1,2,2
126331_90,3,5.76700000000119,1,2,2
126331_92,5,8.634000000000015,1,2,2
126331_93,3,4.233000000000175,1,2,2
126331_94,22,32.96600000000035,1,2,2
126331_95,21,53.899999999999636,1,2,2
126331_96,34,79.36700000000019,1,2,2
126331_97,7,11.899999999999636,1,2,2
126331_98,72,114.26699999999983,1,2,2
126331_99,13,21.966999999999643,1,2,2
126332_1,20,33.067,1,1,1
126332_11,12,18.514999999999986,1,1,1
126332_12,4,3.233000000000061,1,1,1
126332_13,29,59.84100000000001,1,1,1
126332_14,45,106.73299999999995,1,1,1
126332_15,34,65.03899999999999,1,1,1
126332_16,13,18.466999999999985,1,1,1
126332_17,25,49.58699999999999,1,1,1
126332_18,27,45.96600000000012,1,1,1
126332_19,6,18.663999999999987,1,1,1
126332_2,10,23.70000000000001,1,1,1
126332_20,39,86.16600000000017,1,1,1
126332_21,32,71.08500000000004,1,1,1
126332_22,6,5.7000000000000455,1,1,1
126332_23,14,30.134000000000015,1,1,1
126332_24,26,48.82300000000009,1,1,1
126332_25,12,27.300000000000182,1,1,1
126332_26,24,35.700000000000045,1,1,1
126332_27,4,5.83400000000006,1,1,1
126332_28,8,16.26599999999985,1,1,1
126332_29,26,138.0,1,1,1
126332_3,8,8.320999999999998,1,1,1
126332_30,80,152.95299999999975,1,1,1
126332_31,11,20.932999999999993,1,1,1
126332_32,6,6.666999999999916,1,1,1
126332_33,18,38.534000000000106,1,1,1
126332_34,9,22.466999999999643,1,1,1
126332_35,37,83.89999999999964,1,1,1
126332_38,41,96.84000000000015,1,1,1
126332_39,12,31.853999999999814,1,1,1
126332_40,20,37.90099999999984,1,1,1
126332_41,23,44.159000000000106,1,1,1
126332_42,11,22.483000000000175,1,2,2
126332_43,21,34.42499999999973,1,2,2
126332_44,15,19.49899999999981,1,2,2
126332_45,77,153.4380000000001,1,2,2
126332_47,46,97.03700000000026,1,2,2
126332_49,17,31.300000000000182,1,2,2
126332_5,37,81.4,1,1,1
126332_50,29,64.43299999999999,1,2,2
126332_51,100,208.86699999999973,1,2,2
126332_52,19,39.79999999999973,1,2,2
126332_53,7,15.467000000000212,1,2,2
126332_54,5,10.900000000000205,1,2,2
126332_55,36,77.0329999999999,1,2,2
126332_56,9,18.015999999999394,1,2,2
126332_57,8,13.233000000000402,1,2,2
126332_58,48,88.19100000000026,1,2,2
126332_59,17,35.86700000000019,1,2,2
126332_6,20,30.80000000000001,1,1,1
126332_60,6,6.001000000000204,1,2,2
126332_61,6,16.258000000000493,1,2,2
126332_62,7,10.628000000000839,1,2,2
126332_63,25,37.43299999999999,1,2,2
126332_64,24,40.46699999999964,1,2,2
126332_66,6,9.930000000000064,1,2,2
126332_67,7,10.663000000000238,1,2,2
126332_68,44,64.27999999999997,1,2,2
126332_69,34,57.434000000000424,1,2,2
126332_7,13,16.992999999999995,1,1,1
126332_70,31,58.9549999999997,1,2,2
126332_71,15,25.567000000000007,1,2,2
126332_72,84,179.15099999999984,1,2,2
126332_73,20,37.599999999999454,1,2,2
126332_74,22,20.067000000000007,1,2,2
126332_75,18,26.634000000000015,1,2,2
126332_76,20,26.265999999999167,1,2,2
126332_77,2,2.199999999999818,1,2,2
126332_78,16,33.83399999999983,1,2,2
126332_79,91,171.66700000000037,1,2,2
126332_8,103,213.74099999999999,1,1,1
126332_80,10,20.166000000000167,1,2,2
126332_81,21,34.860999999999876,1,2,2
126332_82,60,118.25099999999975,1,2,2
126332_83,28,45.16600000000017,1,2,2
126332_9,5,8.033000000000015,1,1,1
126333_1,8,21.333,1,1,1
126333_10,13,30.0,1,1,1
126333_11,27,41.865999999999985,1,1,1
126333_12,20,57.999000000000024,1,1,1
126333_13,36,82.0150000000001,1,1,1
126333_14,66,92.83299999999986,1,1,1
126333_15,62,98.11799999999994,1,1,1
126333_16,10,23.307999999999993,1,1,1
126333_17,11,15.667000000000144,1,1,1
126333_18,30,53.40000000000009,1,1,1
126333_19,13,25.533999999999878,1,1,1
126333_2,2,2.465999999999994,1,1,1
126333_20,80,176.08899999999994,1,1,1
126333_21,18,26.90000000000009,1,1,1
126333_22,11,18.472999999999956,1,1,1
126333_23,2,2.390999999999849,1,1,1
126333_24,38,48.88800000000015,1,1,1
126333_25,12,16.465999999999894,1,1,1
126333_26,64,137.43399999999974,1,1,1
126333_27,55,195.49699999999984,1,1,1
126333_28,15,37.61700000000019,1,1,1
126333_29,46,89.36599999999999,1,1,1
126333_3,27,52.525,1,1,1
126333_30,13,32.36400000000003,1,1,1
126333_31,35,65.83300000000008,1,1,1
126333_32,7,15.567000000000007,1,1,1
126333_33,13,15.032999999999902,1,2,2
126333_34,5,6.032999999999902,1,2,2
126333_35,47,93.93299999999999,1,2,2
